Timestamp;Map;PlayersNumber;TeamComposition;EnemyComposition;Duration;Victory;KillingBlows;Damage;Healing;Honor;RatingChange;MMR;EnemyMMR;Specialization;isRated
1672073895;1505;4;EVOKER-Preservation-Obis-Blackrock,ROGUE-Assassination-Alorslazone;DRUID-Restoration-Sakhina-Hyjal,MONK-Windwalker-Sabotquipue-Hyjal;100;true;1;1262748;105918;0;14;1455;1462;Assassination;true
1672073702;2509;4;EVOKER-Preservation-Obis-Blackrock,ROGUE-Assassination-Alorslazone;MAGE-Fire-Pentabøøbs,ROGUE-Subtlety-Samuraisepp-Stormscale;141;true;2;1458439;188302;0;13;1428;1433;Assassination;true
1672073428;1672;4;EVOKER-Preservation-Obis-Blackrock,ROGUE-Assassination-Alorslazone;HUNTER-Marksmanship-Freezingtrap-Frostwolf,ROGUE-Subtlety-Thrivà-Blackmoore;82;true;1;578866;63322;0;12;1400;1412;Assassination;true
1672073263;2563;4;EVOKER-Preservation-Obis-Blackrock,ROGUE-Assassination-Alorslazone;MONK-Mistweaver-Mymonk-Ravencrest,WARLOCK-Affliction-Greenspark-Drak'thul;196;false;0;3369823;100579;0;-12;1426;1429;Assassination;true
1672072982;572;4;EVOKER-Preservation-Obis-Blackrock,ROGUE-Assassination-Alorslazone;MAGE-Fire-Nicecody-Blackhand,ROGUE-Subtlety-Nyroo-Ravencrest;88;true;1;1026017;61043;0;11;1400;1400;Assassination;true
1672072810;1504;4;EVOKER-Preservation-Obis-Blackrock,ROGUE-Assassination-Alorslazone;SHAMAN-Restoration-Vénash-Blackmoore,WARRIOR-Fury-Arturo-Blackmoore;64;true;0;1119864;91844;0;11;1374;1373;Assassination;true
1672072642;1672;4;EVOKER-Preservation-Obis-Blackrock,ROGUE-Assassination-Alorslazone;MONK-Mistweaver-Kralmonk-TwistingNether,ROGUE-Assassination-Tapeduck-Skullcrusher;220;false;0;2073858;165992;0;-13;1400;1399;Assassination;true
1672068344;1505;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;EVOKER-Devastation-Jeannedebruj-Ravencrest,MONK-Mistweaver-Amélith-KirinTor;206;false;0;3280330;278475;0;-11;1467;1471;Assassination;true
1672068023;2373;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;MAGE-Arcane-Sintor-Silvermoon,PRIEST-Shadow-Takimori-Vek'nilash;63;false;0;220976;31456;0;-10;1493;1498;Assassination;true
1672067876;2509;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;PRIEST-Discipline-Арестович-ЧерныйШрам,WARRIOR-Fury-Раштаймс-Гордунни;126;false;0;1732259;74928;0;-10;1518;1524;Assassination;true
1672067627;1134;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;PRIEST-Holy-Asmedine-Pozzodell'Eternità,SHAMAN-Enhancement-Resønate-Nemesis;119;true;2;2459075;239445;0;19;1490;1519;Assassination;true
1672067407;572;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;DRUID-Restoration-Alfadera-Kazzak,WARLOCK-Affliction-Whaman-TwistingNether;319;false;0;5859566;465816;0;-9;1515;1524;Assassination;true
1672066994;2563;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;SHAMAN-Restoration-Iröh-Ravencrest,WARRIOR-Fury-Vysae-GrimBatol;197;true;1;3267971;218859;0;19;1488;1520;Assassination;true
1672066706;1134;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;PRIEST-Discipline-Alxsm-Sanguino,ROGUE-Assassination-Südh-Sanguino;84;false;0;1057208;74078;0;-9;1513;1522;Assassination;true
1672066538;1134;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;PALADIN-Retribution-Morri-Ravencrest,PRIEST-Holy-Altarboy-DunModr;132;false;0;2191116;160907;0;-9;1539;1540;Assassination;true
1672066307;1134;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;EVOKER-Preservation-Raszageth-Ragnaros,ROGUE-Assassination-Stabbyfface-Kazzak;121;true;2;1618178;83566;0;20;1512;1513;Assassination;true
1672066083;1505;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;DEMONHUNTER-Havoc-Äbz-Stormscale,EVOKER-Preservation-Rakirâ-Stormscale;172;true;2;3228846;208806;0;18;1486;1484;Assassination;true
1672065821;1505;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;DRUID-Restoration-Lîebhabbärin-Blackmoore,WARRIOR-Arms-Bigcyna-Stormscale;160;true;1;2859006;200977;0;15;1460;1455;Assassination;true
1672065558;1672;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;PRIEST-Discipline-Bloodmyst-BronzeDragonflight,PRIEST-Shadow-Athéna-BronzeDragonflight;223;true;2;3790523;206322;0;15;1432;1476;Assassination;true
1672065223;2373;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;DRUID-Balance-Tuft-TwistingNether,PRIEST-Shadow-Meeagz-Kazzak;177;true;2;2219107;209196;0;13;1405;1401;Assassination;true
1672064944;2373;4;DRUID-Restoration-Onlypo,ROGUE-Assassination-Alorslazone;DRUID-Feral-Аривидэрчи-ПиратскаяБухта,PRIEST-Shadow-Перекованный-СвежевательДуш;131;true;1;1954215;293086;0;13;1377;1374;Assassination;true
1672059669;2373;4;EVOKER-Preservation-Prunni-DunMorogh,ROGUE-Assassination-Alorslazone;DRUID-Feral-Livandyra-Blackmoore,HUNTER-Marksmanship-Yanderr-Turalyon;164;false;1;884831;113615;0;-13;1332;1323;Assassination;true
1672059024;1134;4;DRUID-Restoration-Snooplion-Mal'Ganis,ROGUE-Assassination-Alorslazone;HUNTER-Marksmanship-Въай-Гордунни,PALADIN-Retribution-Беноард-Гордунни;86;false;0;641222;84917;0;-16;1322;1287;Assassination;true
1672058847;2373;4;DRUID-Restoration-Snooplion-Mal'Ganis,ROGUE-Assassination-Alorslazone;DEATHKNIGHT-Frost-Rodimus-Arathor,PALADIN-Retribution-Fujszi-Arathor;96;true;2;1536711;180998;0;7;1275;1249;Assassination;true
1671993814;2563;4;MONK-Mistweaver-Nìxu-Draenor,ROGUE-Assassination-Alorslazone;PRIEST-Discipline-Kbdp-Outland,WARRIOR-Fury-Fisfarbror-Outland;122;true;1;1570553;156168;0;12;1369;1371;Assassination;true
1671993606;2563;4;MONK-Mistweaver-Nìxu-Draenor,ROGUE-Assassination-Alorslazone;MAGE-Arcane-Wezylot,ROGUE-Subtlety-Notrmp-Outland;95;true;0;1038267;109005;0;11;1343;1340;Assassination;true
1671993424;1134;4;MONK-Mistweaver-Nìxu-Draenor,ROGUE-Assassination-Alorslazone;DRUID-Restoration-Rayt-Outland,MAGE-Frost-Frøstreroll-Balnazzar;230;true;2;2913204;322375;0;11;1315;1324;Assassination;true
1671993108;2509;4;MONK-Mistweaver-Nìxu-Draenor,ROGUE-Assassination-Alorslazone;DEMONHUNTER-Havoc-Anabbele-Kazzak,PALADIN-Retribution-Selvich-Darksorrow;87;false;1;1096163;284146;0;-11;1332;1396;Assassination;true
1671991094;572;4;ROGUE-Assassination-Alorslazone,WARRIOR-Arms-Xztráza-Azshara;PRIEST-Shadow-Voidmeisterx-Aegwynn,WARLOCK-Affliction-Voidgrim-Blackmoore;45;false;0;760106;76991;0;-11;1224;1406;Assassination;true
